TransactionID,Month,DayOfWeek,Category,Quantity,SalesAmount,CostPrice,Profit,Discount(%),CustomerType,PaymentMethod
64,January,Friday,FMCG Food,4,87.21,72.29,14.92,0,Club-More,Wallet
192,January,Friday,FMCG Non-Food,2,96.02,71.45,24.57,0,Walk-in,Wallet
107,January,Thursday,Luggage,5,148.08,107.54,40.54,10,Walk-in,Cash
616,April,Sunday,Tobacco & Accessories,4,85.14,63.61,21.53,0,Regular,Card
1415,August,Sunday,Soft Drinks,4,82.37,61.61,20.76,0,Regular,Card
30,January,Thursday,Toys & Sports,5,83.38,60.4,22.98,0,Regular,Card
632,April,Tuesday,Soft Drinks,1,52.62,46.12,6.5,0,Club-More,Card
968,May,Friday,Watch & Accessories,5,150.16,105.51,44.65,0,Club-More,Card
1397,July,Wednesday,Biscuits & Cookies,3,38.07,27.53,10.54,15,Club-More,Cash
1737,September,Wednesday,Gift Items,2,77.14,66.03,11.11,0,Club-More,Card
1320,July,Monday,Energy Drinks,1,124.95,93.29,31.66,5,Regular,Card
866,May,Thursday,Electronics,3,185.39,148.13,37.26,0,Regular,Cash
1757,September,Thursday,Bakery,5,132.78,106.05,26.73,5,Regular,Card
1815,September,Saturday,Home Furnishing,4,96.74,69.16,27.58,5,Regular,Cash
263,February,Wednesday,Cleaning Supplies,4,114.42,94.01,20.41,0,Club-More,Cash
604,April,Monday,Imitation Jewelry,3,51.52,43.91,7.61,0,Club-More,Cash
1611,August,Thursday,Oils & Ghee,5,86.79,71.42,15.37,0,Regular,Cash
1114,June,Saturday,Stationery Premium,3,49.46,40.73,8.73,10,Club-More,Cash
900,May,Sunday,Jewellery & Accessories,3,160.64,126.59,34.05,0,Club-More,Cash
920,May,Thursday,Jewellery & Accessories,5,433.77,377.27,56.5,0,Club-More,Cash
1792,September,Monday,Dry Fruits & Nuts,5,64.22,50.03,14.19,5,Regular,Wallet
1400,July,Tuesday,Roastery,1,251.22,220.08,31.14,0,Regular,Cash
1057,June,Monday,Medicine,5,104.46,79.79,24.67,0,Walk-in,Cash
1739,September,Sunday,Energy Drinks,5,33.51,28.17,5.34,0,Walk-in,Cash
1666,September,Wednesday,Household,3,42.44,38.0,4.44,0,Club-More,Cash
1740,September,Thursday,Toys & Sports,2,19.34,14.05,5.29,15,Regular,Cash
666,April,Monday,Kitchenware,4,61.68,50.19,11.49,0,Regular,Cash
1447,August,Tuesday,Footwear,2,92.87,66.16,26.71,0,Regular,Cash
1470,August,Wednesday,Medicine,1,76.69,67.54,9.15,0,Club-More,Cash
1581,August,Monday,Stationery Premium,1,152.61,110.42,42.19,0,Regular,Card
59,January,Wednesday,Dry Fruits & Nuts,3,94.43,83.49,10.94,10,Regular,Cash
1783,September,Thursday,Toys & Sports,1,79.33,59.58,19.75,0,Regular,Cash
1684,September,Friday,Stationery Premium,3,140.08,105.88,34.2,0,Regular,Card
211,January,Wednesday,Biscuits & Cookies,1,37.02,30.92,6.1,0,Regular,Cash
1127,June,Saturday,Pulses & Lentils,4,35.68,25.27,10.41,5,Club-More,Wallet
362,February,Sunday,Organic Foods,1,118.24,96.98,21.26,0,Walk-in,Card
1697,September,Sunday,Spices & Condiments,4,23.86,19.26,4.6,5,Walk-in,Cash
1380,July,Thursday,Deli & Ready Meals,2,138.22,107.12,31.1,5,Regular,Cash
495,March,Monday,Medicine,4,270.0,204.38,65.62,0,Club-More,Cash
532,March,Wednesday,Soft Drinks,1,122.11,109.01,13.1,15,Regular,Card
175,January,Tuesday,Beverages,4,113.6,82.11,31.49,0,Regular,Wallet
1643,September,Sunday,Kitchenware,2,69.4,60.31,9.09,0,Regular,Card
1793,September,Friday,Medicine,1,56.03,42.21,13.82,0,Regular,Card
1664,September,Thursday,Electronics,3,217.14,169.08,48.06,0,Club-More,Cash
1028,June,Monday,Cleaning Supplies,1,106.45,78.7,27.75,5,Regular,Card
289,February,Wednesday,Roastery,2,44.97,38.66,6.31,0,Regular,Cash
1726,September,Thursday,Biscuits & Cookies,4,53.23,39.21,14.02,0,Club-More,Cash
680,April,Wednesday,Canned Foods,1,128.03,90.08,37.95,0,Regular,Cash
128,January,Sunday,Water & Juices,2,144.57,115.38,29.19,0,Regular,Card
487,March,Thursday,IT Products,1,73.6,53.84,19.76,0,Walk-in,Cash
755,April,Saturday,Snacks,1,20.23,15.35,4.88,15,Regular,Card
1093,June,Thursday,Frozen Foods,1,51.96,36.66,15.3,0,Club-More,Cash
656,April,Sunday,Watch & Accessories,4,139.69,103.77,35.92,0,Walk-in,Cash
1450,August,Wednesday,Stationery Premium,2,60.07,47.9,12.17,5,Walk-in,Wallet
1037,June,Thursday,Deli & Ready Meals,5,102.23,81.81,20.42,0,Regular,Cash
401,March,Monday,Electronics,1,512.42,394.96,117.46,5,Regular,Card
153,January,Saturday,Fish,3,193.82,156.04,37.78,5,Walk-in,Card
866,May,Tuesday,Personal Care,5,65.84,50.96,14.88,0,Regular,Cash
757,April,Friday,Seasonal Products,3,145.55,126.47,19.08,0,Regular,Cash
1465,August,Friday,Frozen Foods,4,22.89,16.26,6.63,10,Club-More,Card
30,January,Sunday,Fish,3,66.31,52.48,13.83,0,Regular,Cash
1498,August,Saturday,Ice Cream,5,74.5,62.19,12.31,0,Regular,Cash
29,January,Friday,Bakery,3,82.03,68.62,13.41,0,Club-More,Card
150,January,Monday,Energy Drinks,5,66.54,54.06,12.48,0,Club-More,Cash
1643,September,Monday,Canned Foods,2,104.04,88.38,15.66,0,Regular,Cash
1513,August,Monday,Seasonal Products,2,67.84,54.85,12.99,10,Regular,Cash
1163,June,Friday,Snacks,3,135.14,103.59,31.55,0,Regular,Card
1015,June,Monday,Pulses & Lentils,1,199.04,172.95,26.09,0,Regular,Card
1131,June,Thursday,IT Products,4,58.09,46.13,11.96,5,Regular,Card
135,January,Tuesday,Bakery,2,155.45,115.99,39.46,5,Regular,Card
424,March,Friday,Stationery,2,50.59,42.2,8.39,0,Club-More,Card
1211,July,Saturday,FMCG Non-Food,2,58.41,51.03,7.38,5,Club-More,Card
1255,July,Sunday,Soft Drinks,3,64.42,56.96,7.46,0,Regular,Card
605,April,Monday,Organic Foods,2,82.86,62.66,20.2,0,Regular,Cash
569,March,Wednesday,Luggage,1,39.89,32.95,6.94,5,Club-More,Card
738,April,Friday,Rice & Grains,4,32.9,24.82,8.08,10,Regular,Card
755,April,Tuesday,Household,5,60.67,46.89,13.78,0,Walk-in,Card
394,February,Tuesday,Seasonal Products,1,104.47,88.12,16.35,0,Club-More,Cash
1618,August,Tuesday,Fruits & Vegetables,2,20.2,17.63,2.57,0,Club-More,Card
270,February,Monday,Roastery,3,71.1,58.7,12.4,0,Regular,Card
772,April,Wednesday,Personal Care,2,35.5,27.0,8.5,15,Regular,Card
845,May,Saturday,Fruits & Vegetables,4,35.29,28.48,6.81,5,Regular,Card
100,January,Thursday,Stationery,4,30.35,22.67,7.68,0,Regular,Card
121,January,Thursday,Fish,4,105.5,76.71,28.79,0,Regular,Card
1313,July,Monday,Roastery,1,74.01,57.04,16.97,0,Regular,Card
28,January,Thursday,Ice Cream,3,124.73,105.97,18.76,0,Regular,Card
1416,August,Friday,Oils & Ghee,4,32.08,27.75,4.33,0,Club-More,Cash
12,January,Tuesday,Water & Juices,5,228.0,197.05,30.95,0,Club-More,Cash
773,April,Friday,Stationery,5,145.18,111.19,33.99,0,Walk-in,Cash
404,March,Thursday,Kitchenware,5,206.26,155.98,50.28,0,Regular,Cash
1640,September,Thursday,Medicine,2,76.48,59.29,17.19,0,Regular,Card
1501,August,Tuesday,Bakery,1,107.23,75.6,31.63,0,Club-More,Card
177,January,Wednesday,Personal Care,4,64.22,54.21,10.01,0,Walk-in,Card
627,April,Sunday,Baby Products,2,56.17,45.02,11.15,0,Walk-in,Cash
585,March,Monday,Spices & Condiments,5,168.04,140.54,27.5,0,Regular,Cash
602,April,Tuesday,Home Appliance,4,246.4,204.23,42.17,0,Regular,Card
1255,July,Thursday,Pulses & Lentils,1,68.61,57.92,10.69,0,Regular,Cash
286,February,Monday,Cleaning Supplies,4,91.51,78.49,13.02,0,Regular,Cash
1838,September,Thursday,Medicine,4,39.22,32.47,6.75,0,Regular,Card
600,April,Friday,Footwear,3,87.32,69.11,18.21,0,Club-More,Cash
381,February,Sunday,Personal Care,4,40.63,33.54,7.09,0,Club-More,Card
180,January,Tuesday,Ice Cream,3,94.29,71.75,22.54,0,Walk-in,Card
1093,June,Tuesday,Roastery,4,89.45,68.44,21.01,0,Regular,Card
17,January,Monday,Stationery Premium,4,129.99,114.39,15.6,0,Walk-in,Cash
492,March,Tuesday,Luggage,5,30.52,23.38,7.14,5,Club-More,Cash
94,January,Saturday,Medicine,1,139.24,112.75,26.49,0,Regular,Cash
560,March,Tuesday,Home Appliance,1,770.9,606.44,164.46,10,Club-More,Card
704,April,Monday,Luggage,4,119.76,105.87,13.89,0,Regular,Card
1759,September,Saturday,Garments,5,87.66,62.96,24.7,0,Walk-in,Cash
813,May,Wednesday,Home Appliance,3,666.5,486.62,179.88,0,Walk-in,Cash
1068,June,Sunday,Roastery,1,165.94,127.79,38.15,10,Regular,Card
1507,August,Monday,Medicine,1,142.98,106.58,36.4,0,Regular,Card
181,January,Thursday,Soft Drinks,4,123.18,101.77,21.41,0,Club-More,Wallet
1087,June,Sunday,Seasonal Products,1,215.09,173.45,41.64,5,Regular,Card
433,March,Wednesday,Home Furnishing,3,54.8,43.77,11.03,0,Club-More,Card
1184,June,Tuesday,Fish,3,68.24,60.65,7.59,10,Regular,Wallet
19,January,Saturday,Rice & Grains,2,54.62,39.06,15.56,0,Club-More,Card
1343,July,Saturday,Home Appliance,5,381.97,291.95,90.02,0,Club-More,Cash
1256,July,Thursday,Pet Care,1,58.71,50.75,7.96,0,Club-More,Card
1746,September,Friday,Imitation Jewelry,2,116.56,99.06,17.5,0,Club-More,Card
857,May,Tuesday,Deli & Ready Meals,3,49.66,35.46,14.2,0,Club-More,Card
929,May,Thursday,Jewellery & Accessories,3,404.41,345.02,59.39,0,Club-More,Cash
1844,September,Tuesday,Tobacco & Accessories,5,18.72,14.64,4.08,10,Regular,Cash
714,April,Sunday,Spices & Condiments,3,110.03,91.18,18.85,0,Club-More,Card
693,April,Saturday,FMCG Non-Food,3,209.85,151.52,58.33,0,Club-More,Cash
564,March,Saturday,Dry Fruits & Nuts,5,102.49,78.77,23.72,0,Regular,Card
514,March,Tuesday,Chilled & Dairy,2,122.09,86.62,35.47,0,Regular,Card
440,March,Tuesday,Health & Beauty,5,65.33,56.31,9.02,0,Club-More,Cash
1585,August,Saturday,Jewellery & Accessories,4,1195.68,840.63,355.05,0,Regular,Cash
14,January,Thursday,Pulses & Lentils,3,68.86,54.16,14.7,0,Walk-in,Card
810,May,Tuesday,Water & Juices,4,111.87,89.46,22.41,0,Club-More,Card
722,April,Thursday,Seasonal Products,2,53.61,45.82,7.79,10,Club-More,Wallet
1594,August,Saturday,Household,3,48.12,35.45,12.67,0,Club-More,Card
418,March,Wednesday,Snacks,1,53.61,46.69,6.92,0,Club-More,Cash
88,January,Saturday,Home Furnishing,1,120.47,96.38,24.09,0,Regular,Card
169,January,Saturday,Gift Items,2,42.6,36.89,5.71,5,Regular,Wallet
893,May,Tuesday,Kitchenware,4,101.62,83.07,18.55,0,Regular,Card
397,March,Tuesday,Jewellery & Accessories,3,503.92,384.41,119.51,0,Club-More,Card
702,April,Tuesday,Pet Care,1,109.1,87.63,21.47,10,Regular,Card
324,February,Monday,Toys & Sports,5,84.39,66.57,17.82,0,Club-More,Card
55,January,Wednesday,Fruits & Vegetables,2,22.33,16.17,6.16,5,Club-More,Card
426,March,Wednesday,Health & Beauty,1,50.05,43.37,6.68,5,Regular,Cash
1195,July,Thursday,Gift Items,5,71.98,54.01,17.97,0,Walk-in,Card
1293,July,Wednesday,Medicine,5,98.82,74.72,24.1,5,Club-More,Cash
1062,June,Thursday,Oils & Ghee,1,61.43,47.67,13.76,0,Walk-in,Cash
765,April,Friday,Fish,2,49.5,36.76,12.74,10,Club-More,Card
283,February,Wednesday,Household,5,103.18,88.94,14.24,0,Regular,Cash
608,April,Tuesday,Baby Products,3,62.92,53.55,9.37,5,Regular,Cash
1160,June,Thursday,Baby Products,2,57.67,45.42,12.25,0,Regular,Card
1166,June,Saturday,Pulses & Lentils,5,99.82,75.52,24.3,0,Regular,Cash
1404,July,Wednesday,Chilled & Dairy,1,258.33,200.39,57.94,10,Regular,Card
1137,June,Sunday,Jewellery & Accessories,5,827.29,666.35,160.94,0,Regular,Cash
1401,July,Monday,Oils & Ghee,2,66.29,47.19,19.1,0,Regular,Cash
338,February,Saturday,Fish,4,67.56,57.14,10.42,15,Club-More,Cash
329,February,Thursday,Energy Drinks,2,21.13,15.15,5.98,0,Regular,Wallet
1433,August,Monday,Imitation Jewelry,2,94.85,70.37,24.48,0,Regular,Cash
320,February,Tuesday,Luggage,1,53.08,42.4,10.68,0,Regular,Cash
1129,June,Friday,Ice Cream,3,97.0,81.45,15.55,5,Regular,Card
1710,September,Tuesday,Cleaning Supplies,3,87.45,76.84,10.61,0,Regular,Card
560,March,Monday,Roastery,1,73.15,58.05,15.1,5,Walk-in,Card
1326,July,Wednesday,Kitchenware,4,69.09,53.04,16.05,5,Regular,Cash
1500,August,Saturday,Butchery,3,76.37,62.19,14.18,0,Regular,Cash
312,February,Monday,Organic Foods,3,89.23,66.83,22.4,0,Club-More,Card
243,February,Tuesday,Stationery,4,46.36,39.94,6.42,0,Club-More,Cash
1476,August,Saturday,Pet Care,3,38.92,28.19,10.73,0,Walk-in,Cash
297,February,Wednesday,Fish,1,20.26,15.01,5.25,0,Club-More,Card
1133,June,Monday,Biscuits & Cookies,5,19.07,17.13,1.94,0,Regular,Card
728,April,Thursday,Tobacco & Accessories,2,92.6,81.7,10.9,0,Regular,Card
1034,June,Tuesday,Electronics,4,296.28,232.85,63.43,0,Club-More,Cash
163,January,Friday,Cleaning Supplies,2,118.69,91.52,27.17,0,Regular,Card
211,January,Monday,Home Furnishing,2,114.6,100.64,13.96,0,Walk-in,Card
689,April,Wednesday,Stationery,5,62.67,46.28,16.39,0,Regular,Wallet
413,March,Tuesday,Water & Juices,4,218.01,189.74,28.27,0,Regular,Card
178,January,Sunday,Butchery,1,93.11,79.89,13.22,0,Walk-in,Cash
590,March,Sunday,Baby Products,5,98.13,73.09,25.04,0,Walk-in,Cash
1473,August,Friday,Home Furnishing,4,187.28,167.19,20.09,0,Club-More,Card
1753,September,Tuesday,Toys & Sports,1,76.7,68.63,8.07,15,Walk-in,Card
697,April,Thursday,FMCG Food,1,57.14,50.02,7.12,0,Regular,Card
149,January,Monday,Roastery,1,32.24,28.44,3.8,0,Club-More,Cash
1608,August,Monday,Spices & Condiments,5,56.81,49.88,6.93,15,Walk-in,Card
662,April,Wednesday,Electronics,3,405.77,300.63,105.14,0,Club-More,Card
1549,August,Wednesday,Baby Products,4,29.18,22.88,6.3,0,Regular,Card
1366,July,Monday,FMCG Non-Food,5,60.04,43.51,16.53,0,Club-More,Cash
895,May,Sunday,FMCG Non-Food,2,63.5,55.32,8.18,0,Walk-in,Card
653,April,Sunday,Watch & Accessories,3,136.4,122.74,13.66,0,Regular,Cash
1098,June,Friday,Snacks,1,81.37,66.97,14.4,0,Regular,Card
1023,June,Friday,Confectionery,1,41.27,29.87,11.4,0,Regular,Card
1589,August,Friday,Personal Care,3,84.89,63.6,21.29,0,Regular,Cash
1532,August,Tuesday,Organic Foods,1,115.59,103.03,12.56,0,Regular,Card
512,March,Tuesday,Seasonal Products,4,28.02,21.82,6.2,0,Regular,Card
1317,July,Tuesday,Snacks,4,68.27,50.13,18.14,0,Walk-in,Card
1017,June,Thursday,Home Furnishing,4,58.35,40.91,17.44,0,Regular,Cash
887,May,Saturday,Home Furnishing,1,58.55,44.83,13.72,5,Walk-in,Cash
1023,June,Friday,Toys & Sports,1,52.95,38.18,14.77,10,Regular,Wallet
596,April,Tuesday,Rice & Grains,5,44.51,34.11,10.4,5,Club-More,Cash
1367,July,Wednesday,Snacks,4,32.07,24.62,7.45,0,Regular,Card
1484,August,Monday,Spices & Condiments,2,52.57,37.95,14.62,0,Walk-in,Card
84,January,Saturday,Pet Care,4,74.66,60.94,13.72,15,Regular,Card
140,January,Friday,Butchery,3,45.37,34.83,10.54,5,Club-More,Card
330,February,Wednesday,Toys & Sports,2,61.44,45.34,16.1,0,Regular,Card
1370,July,Wednesday,Organic Foods,1,134.96,109.12,25.84,0,Walk-in,Card
1802,September,Saturday,Biscuits & Cookies,4,78.56,59.68,18.88,0,Regular,Card
435,March,Wednesday,Luggage,3,78.19,59.91,18.28,0,Walk-in,Cash
22,January,Sunday,Seasonal Products,1,104.08,74.5,29.58,0,Regular,Card
1792,September,Wednesday,Chilled & Dairy,4,56.93,50.8,6.13,15,Regular,Card
39,January,Thursday,Organic Foods,1,85.79,67.44,18.35,0,Club-More,Card
1514,August,Wednesday,Toys & Sports,1,116.75,100.7,16.05,0,Regular,Cash
202,January,Friday,Baby Products,5,73.72,62.93,10.79,5,Club-More,Card
616,April,Monday,Health & Beauty,5,33.94,25.7,8.24,0,Club-More,Wallet
1442,August,Friday,Kitchenware,3,41.76,37.23,4.53,0,Regular,Card
725,April,Thursday,Watch & Accessories,4,95.48,81.47,14.01,0,Regular,Card
880,May,Thursday,Baby Products,3,49.04,40.43,8.61,15,Regular,Card
1077,June,Wednesday,Stationery Premium,1,53.61,44.86,8.75,0,Regular,Cash
1224,July,Wednesday,Imitation Jewelry,1,77.47,60.56,16.91,5,Walk-in,Cash
718,April,Sunday,Electronics,3,410.29,365.41,44.88,0,Regular,Card
425,March,Wednesday,IT Products,1,121.8,92.98,28.82,10,Walk-in,Card
1828,September,Friday,Confectionery,5,9.87,8.52,1.35,0,Regular,Cash
997,June,Friday,Watch & Accessories,2,227.72,177.31,50.41,5,Regular,Card
321,February,Sunday,Chilled & Dairy,5,74.28,62.97,11.31,5,Regular,Cash
1372,July,Tuesday,Breakfast Cereals,4,49.59,39.05,10.54,0,Regular,Cash
167,January,Sunday,Chilled & Dairy,4,83.64,73.41,10.23,10,Regular,Card
1511,August,Tuesday,Ice Cream,5,65.0,50.3,14.7,0,Regular,Cash
805,April,Friday,Canned Foods,3,79.3,55.85,23.45,0,Walk-in,Card
1716,September,Sunday,Seasonal Products,2,139.3,104.85,34.45,0,Regular,Card
698,April,Sunday,Fish,5,65.37,50.29,15.08,0,Regular,Card
1539,August,Sunday,Seasonal Products,4,48.34,43.5,4.84,5,Club-More,Card
865,May,Monday,Frozen Foods,1,142.74,122.63,20.11,5,Regular,Cash
1712,September,Thursday,Energy Drinks,5,21.8,18.93,2.87,0,Regular,Card
228,February,Monday,Ice Cream,2,39.44,32.04,7.4,0,Regular,Wallet
565,March,Wednesday,Electronics,5,193.2,142.62,50.58,0,Club-More,Cash
859,May,Tuesday,IT Products,5,122.08,86.17,35.91,0,Regular,Card
787,April,Saturday,Rice & Grains,5,129.23,95.41,33.82,0,Walk-in,Cash
1048,June,Wednesday,Luggage,3,123.0,104.84,18.16,5,Regular,Cash
1164,June,Saturday,Seasonal Products,5,133.49,107.49,26.0,0,Club-More,Cash
67,January,Saturday,Frozen Foods,3,70.05,50.42,19.63,5,Club-More,Cash
1694,September,Thursday,Rice & Grains,4,38.83,30.28,8.55,5,Regular,Cash
1094,June,Tuesday,Snacks,2,29.61,25.94,3.67,0,Regular,Cash
1400,July,Friday,Snacks,4,67.79,60.88,6.91,10,Regular,Wallet
1293,July,Monday,Imitation Jewelry,2,78.1,63.83,14.27,0,Regular,Card
803,April,Thursday,Baby Products,4,112.19,87.78,24.41,10,Regular,Card
1421,August,Sunday,Seasonal Products,4,50.81,41.31,9.5,0,Regular,Wallet
213,January,Thursday,Deli & Ready Meals,5,39.43,31.42,8.01,0,Club-More,Wallet
1339,July,Friday,Fish,3,103.74,89.08,14.66,0,Regular,Card
219,February,Monday,Fish,5,113.95,84.68,29.27,0,Regular,Card
1462,August,Monday,Kitchenware,4,58.92,44.68,14.24,0,Club-More,Card
1592,August,Thursday,Deli & Ready Meals,4,42.46,30.01,12.45,5,Club-More,Cash
323,February,Thursday,IT Products,4,182.7,136.89,45.81,10,Club-More,Card
1169,June,Wednesday,Tobacco & Accessories,4,29.16,20.64,8.52,5,Club-More,Card
579,March,Sunday,Seasonal Products,3,76.22,64.12,12.1,0,Club-More,Card
773,April,Thursday,Breakfast Cereals,4,111.25,80.89,30.36,0,Club-More,Wallet
1859,September,Thursday,Beverages,1,154.0,125.99,28.01,10,Club-More,Card
193,January,Saturday,Electronics,3,610.98,473.47,137.51,0,Regular,Card
811,May,Tuesday,Confectionery,5,18.31,15.71,2.6,5,Club-More,Cash
1001,June,Monday,Chilled & Dairy,5,190.6,160.2,30.4,5,Club-More,Wallet
1620,August,Monday,Watch & Accessories,2,78.87,57.65,21.22,5,Regular,Cash
234,February,Tuesday,Soft Drinks,4,47.02,35.15,11.87,0,Club-More,Card
1308,July,Friday,Footwear,1,75.27,57.43,17.84,0,Regular,Cash
1028,June,Friday,Watch & Accessories,5,76.33,56.19,20.14,0,Walk-in,Cash
1173,June,Wednesday,Water & Juices,2,67.36,52.65,14.71,0,Regular,Card
620,April,Monday,Confectionery,4,98.66,87.27,11.39,0,Club-More,Cash
1603,August,Saturday,Garments,1,104.28,89.77,14.51,10,Club-More,Card
882,May,Friday,Electronics,1,1488.66,1320.61,168.05,0,Regular,Card
165,January,Thursday,Tobacco & Accessories,3,95.51,76.75,18.76,0,Regular,Cash
1748,September,Monday,Health & Beauty,1,119.3,97.71,21.59,0,Club-More,Card
948,May,Thursday,Health & Beauty,2,36.17,30.03,6.14,15,Club-More,Cash
1701,September,Tuesday,Personal Care,2,83.34,70.13,13.21,5,Regular,Wallet
759,April,Friday,Dry Fruits & Nuts,1,44.68,34.77,9.91,0,Regular,Card
1792,September,Monday,Stationery Premium,2,95.32,80.03,15.29,0,Regular,Card
963,May,Wednesday,Deli & Ready Meals,5,72.42,55.67,16.75,0,Regular,Card
1363,July,Thursday,Watch & Accessories,5,99.6,79.93,19.67,0,Walk-in,Cash
1525,August,Friday,Kitchenware,1,65.41,46.35,19.06,0,Regular,Cash
1388,July,Friday,Confectionery,2,73.15,56.47,16.68,5,Regular,Cash
1132,June,Wednesday,Imitation Jewelry,3,73.07,64.09,8.98,0,Regular,Cash
1069,June,Tuesday,Baby Products,2,79.97,64.65,15.32,0,Regular,Cash
841,May,Thursday,Garments,2,149.97,132.45,17.52,0,Walk-in,Cash
1323,July,Sunday,Imitation Jewelry,4,53.35,45.15,8.2,5,Regular,Card
48,January,Tuesday,Soft Drinks,3,78.34,56.4,21.94,0,Regular,Card
1750,September,Monday,Soft Drinks,3,305.93,243.72,62.21,10,Regular,Card
1068,June,Wednesday,Watch & Accessories,3,95.13,78.7,16.43,5,Regular,Card
931,May,Monday,Home Furnishing,5,125.66,101.56,24.1,15,Club-More,Cash
463,March,Saturday,Canned Foods,4,157.21,114.72,42.49,0,Regular,Card
1402,July,Thursday,Breakfast Cereals,4,51.23,44.91,6.32,0,Club-More,Cash
159,January,Saturday,Roastery,5,81.43,72.85,8.58,0,Walk-in,Cash
976,May,Sunday,Kitchenware,1,63.84,53.2,10.64,0,Regular,Cash
1138,June,Saturday,Home Appliance,5,460.34,322.8,137.54,5,Regular,Cash
1247,July,Tuesday,Butchery,3,44.42,31.98,12.44,15,Club-More,Cash
798,April,Tuesday,Tobacco & Accessories,4,92.88,65.26,27.62,15,Club-More,Cash
254,February,Monday,Snacks,1,64.45,52.23,12.22,15,Regular,Cash
47,January,Monday,Luggage,2,22.19,19.38,2.81,5,Walk-in,Cash
997,June,Tuesday,FMCG Food,2,10.88,8.67,2.21,0,Club-More,Card
1145,June,Tuesday,Gift Items,1,66.56,55.23,11.33,5,Club-More,Cash
861,May,Saturday,Tobacco & Accessories,4,126.25,90.84,35.41,0,Regular,Card
539,March,Wednesday,Footwear,4,102.54,78.32,24.22,0,Club-More,Cash
1172,June,Saturday,Frozen Foods,5,29.13,25.57,3.56,0,Regular,Cash
1078,June,Monday,Personal Care,1,177.13,142.48,34.65,5,Regular,Wallet
595,April,Tuesday,Fruits & Vegetables,3,129.03,113.25,15.78,10,Regular,Wallet
1758,September,Thursday,Luggage,3,72.12,64.62,7.5,0,Regular,Card
54,January,Friday,Butchery,5,65.85,55.25,10.6,0,Regular,Card
701,April,Friday,Oils & Ghee,4,68.3,50.57,17.73,5,Club-More,Cash
553,March,Thursday,Cleaning Supplies,3,81.1,67.29,13.81,0,Regular,Wallet
959,May,Sunday,Watch & Accessories,3,61.81,50.95,10.86,0,Club-More,Wallet
1238,July,Thursday,Oils & Ghee,2,51.49,43.82,7.67,5,Regular,Cash
729,April,Wednesday,Home Furnishing,3,96.97,74.85,22.12,0,Club-More,Card
385,February,Friday,Soft Drinks,3,102.45,91.95,10.5,5,Regular,Cash
950,May,Tuesday,Electronics,3,520.87,376.61,144.26,0,Regular,Card
1254,July,Wednesday,Baby Products,2,13.66,10.08,3.58,0,Regular,Card
1384,July,Monday,Watch & Accessories,1,62.47,52.99,9.48,0,Regular,Card
477,March,Sunday,Rice & Grains,4,78.15,55.17,22.98,0,Walk-in,Card
1548,August,Monday,IT Products,2,71.72,59.62,12.1,0,Regular,Cash
71,January,Wednesday,Toys & Sports,4,34.49,25.54,8.95,0,Regular,Card
465,March,Wednesday,Fruits & Vegetables,2,210.47,184.02,26.45,5,Regular,Card
1660,September,Monday,Stationery Premium,3,24.22,18.88,5.34,0,Walk-in,Cash
1635,September,Saturday,Spices & Condiments,1,64.15,56.87,7.28,0,Walk-in,Card
1321,July,Monday,Home Appliance,3,300.45,247.76,52.69,0,Regular,Cash
1294,July,Friday,Dry Fruits & Nuts,1,14.45,11.04,3.41,0,Club-More,Card
507,March,Thursday,FMCG Non-Food,5,136.41,120.89,15.52,0,Regular,Card
1705,September,Wednesday,Cleaning Supplies,4,42.5,33.39,9.11,0,Club-More,Cash
1489,August,Saturday,IT Products,5,146.54,110.78,35.76,0,Regular,Card
1245,July,Monday,Personal Care,4,85.31,74.85,10.46,0,Walk-in,Cash
825,May,Thursday,Deli & Ready Meals,5,114.95,98.08,16.87,0,Regular,Wallet
1472,August,Monday,Home Appliance,3,319.58,263.94,55.64,0,Regular,Cash
1292,July,Monday,Seasonal Products,4,124.64,109.51,15.13,0,Club-More,Card
491,March,Sunday,Spices & Condiments,4,65.15,55.04,10.11,0,Club-More,Wallet
328,February,Saturday,Imitation Jewelry,4,57.85,51.15,6.7,0,Regular,Cash
740,April,Monday,Frozen Foods,4,88.52,69.84,18.68,15,Regular,Card
586,March,Thursday,Chilled & Dairy,5,175.49,124.34,51.15,0,Regular,Card
74,January,Tuesday,Pet Care,5,104.43,84.32,20.11,10,Regular,Card
1489,August,Thursday,Home Appliance,2,1342.2,1132.24,209.96,0,Regular,Card
451,March,Saturday,Kitchenware,2,120.83,102.69,18.14,0,Regular,Cash
967,May,Saturday,Dry Fruits & Nuts,3,41.06,35.62,5.44,10,Club-More,Cash
1754,September,Saturday,Kitchenware,3,39.28,35.02,4.26,0,Regular,Wallet
1601,August,Friday,Butchery,4,47.13,35.91,11.22,0,Club-More,Card
1280,July,Saturday,Snacks,3,48.5,36.38,12.12,0,Walk-in,Cash
1149,June,Wednesday,IT Products,4,139.98,118.34,21.64,10,Club-More,Wallet
618,April,Wednesday,Jewellery & Accessories,2,630.29,534.91,95.38,5,Club-More,Cash
1039,June,Sunday,Kitchenware,1,103.59,80.91,22.68,5,Walk-in,Cash
586,March,Friday,Dry Fruits & Nuts,1,82.93,61.66,21.27,0,Regular,Card
1817,September,Wednesday,Bakery,4,83.96,72.8,11.16,0,Regular,Card
